Name,Team,POS,ADP,PA,mR,mHR,mOBP,mSLG,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Gunnar Henderson ","BAL","SS/DH",14.75,626.052,7.826820894807235,4.952312768451402,6.548168630070669,7.0164072692420225,26.343709562571327,19.179832877914592,46.523542440485926,"Gunnar Henderson","26289",683002
"Nick Kurtz ","ATH","1B/DH",19.809999465942383,493.199,3.5140780614084006,9.336730532311957,4.370092136021616,12.087284905749494,29.30818563549147,13.429901616173021,43.73808725166449,"Nick Kurtz","35110",701762
"Pete Alonso ","BAL","1B",25.690000534057617,639.626,7.279351437669401,13.002507676636416,0.7640703898702902,8.204884615389197,29.250814119565305,13.429901616173021,43.680715735738325,"Pete Alonso","19251",624413
"Matt Olson ","ATL","1B",55.36000061035156,653.777,9.575850839952043,9.001010212900479,4.6685216256532645,5.236278690308834,28.481661368814617,13.429901616173021,42.91156298498764,"Matt Olson","14344",621566
"Bryce Harper ","PHI","1B",54.779998779296875,598.364,5.503062995562246,5.381321815138242,9.625450966883514,7.791112080212859,28.300947857796864,13.429901616173021,42.73084947396988,"Bryce Harper","11579",547180
"Julio Rodríguez ","SEA","OF",10.890000343322754,617.685,6.117236297255789,8.029256329413972,-0.07404994521302256,7.610389527212984,21.682832208669726,19.399045094560073,42.081877303229795,"Julio Rodriguez","23697",677594
"Junior Caminero ","TBR","3B/DH",15.0600004196167,521.951,1.9031350568971561,11.867397056055772,-1.1380284917651264,14.611526344498134,27.244029965685932,13.41484422247035,41.65887418815628,"Junior Caminero","28163",691406
"Brent Rooker ","ATH","OF/DH",55.88999938964844,607.999,5.230748382693383,8.684154289505468,0.10795915292669525,6.464856494878223,20.487718320003772,19.399045094560073,40.886763414563845,"Brent Rooker","19627",667670
"Corey Seager ","TEX","SS/DH",108.41999816894531,508.161,0.8191738152401118,3.4471983939851487,5.858068610532409,7.131402886016005,17.255843705773675,19.179832877914592,37.43567658368828,"Corey Seager","13624",608369
"Freddie Freeman ","LAD","1B",73.75,658.412,7.843018532457232,2.545505431104342,8.908383196169346,3.6692397481608223,22.966146907891744,13.429901616173021,37.39604852406477,"Freddie Freeman","5361",518692
"William Contreras ","MIL","C/DH",52.939998626708984,586.014,2.1889972170301393,-1.1305847459540361,6.90124668837588,-1.048049077339155,6.911610082112828,29.39278180200713,37.30439188411995,"William Contreras","20503",661388
"José Ramírez ","CLE","3B/DH",5.309999942779541,603.88,5.354230116671155,5.050342406976673,4.040996166604614,7.2319250641518655,21.677493754404306,13.41484422247035,36.09233797687466,"Jose Ramirez","13510",608070
"Francisco Lindor ","NYM","SS",16.829999923706055,644.192,10.09372365984313,4.742964761474942,0.6490659749780973,0.3099401529961961,15.795694549292365,19.179832877914592,35.975527427206956,"Francisco Lindor","12916",596019
"George Springer ","TOR","OF/DH",104.38999938964844,608.582,7.0094135874784556,4.280967834005074,2.2038383679295808,0.9691670040247147,14.463386793437824,19.399045094560073,34.8624318879979,"George Springer","12856",543807
"Shea Langeliers ","ATH","C/DH",57.5,492.493,-0.2911457245150196,5.15422596320604,-5.586841784228945,5.10506059072787,4.381299045189945,29.39278180200713,34.77408084719707,"Shea Langeliers","25816",669127
"Mookie Betts ","LAD","SS",63.75,566.123,6.248273165595984,-0.046025531571975524,5.660133809208117,2.6961390448710016,14.558520488103127,19.179832877914592,34.738353366017726,"Mookie Betts","13611",605141
"Yandy Díaz ","TBR","1B/DH",132.61000061035156,611.721,6.282932307346693,0.2376581914998238,9.654767213320705,3.112212417265276,19.2875701294325,13.429901616173021,33.71747174560552,"Yandy Diaz","16578",650490
"Ben Rice ","NYY","C/1B/DH",49.75,460.081,-2.585620422091412,2.044110201920258,-0.5037533899143235,3.4793351581171392,2.4340715480316613,29.39278180200713,32.82685335003879,"Ben Rice","29576",700250
"Rafael Devers ","SFG","1B/DH",65.91999816894531,622.074,5.1224155398339795,6.957519729197561,3.6869664918266154,2.5059024201266813,18.272804180984835,13.429901616173021,32.702705797157854,"Rafael Devers","17350",646240
"Elly De La Cruz ","CIN","SS",10.1899995803833,616.808,5.517899936579136,1.9611327350755474,2.1822806494472817,2.7968562953263145,12.458169616428282,19.179832877914592,32.63800249434287,"Elly De La Cruz","26668",682829
"James Wood ","WSN","OF/DH",33.810001373291016,513.342,1.9278207082606598,1.5458749894683574,4.446251335831726,3.62116721051673,11.541114244077473,19.399045094560073,31.94015933863755,"James Wood","29518",695578
"Wyatt Langford ","TEX","OF",49.63999938964844,558.778,3.5313303874967223,0.9322327049190818,3.8915679629231357,0.038769025538203314,8.393900080877142,19.399045094560073,28.79294517543722,"Wyatt Langford","33333",694671
"Riley Greene ","DET","OF/DH",79.58000183105469,582.17,1.732299297515259,4.060282403004061,-0.9038540374890369,3.1463399441638416,8.035067607194126,19.399045094560073,28.4341127017542,"Riley Greene","25976",682985
"Iván Herrera ","STL","C/DH",176.5,477.648,-1.9912663501783403,-4.893462841889764,6.178579846849248,-1.4449345117065628,-2.1510838569254185,29.39278180200713,28.24169794508171,"Ivan Herrera","20599",671056
"Jackson Chourio ","MIL","OF",20.030000686645508,594.109,5.553958397356467,2.825844817903774,-4.389814633500066,3.593285188095087,7.5832737698552615,19.399045094560073,27.98231886441534,"Jackson Chourio","28806",694192
"Hunter Goodman ","COL","C/DH",70.5,468.723,-3.601860267671265,2.6335002885092393,-6.997395316580885,5.426782514055766,-2.538972781687146,29.39278180200713,27.853809020319982,"Hunter Goodman","29715",696100
"Zach Neto ","LAA","SS",33.08000183105469,598.581,5.701739558762581,4.553872408582684,-4.289346599874574,1.0447848092864358,7.011050176757126,19.179832877914592,27.19088305467172,"Zach Neto","31347",687263
"Byron Buxton ","MIN","OF/DH",85.88999938964844,488.814,1.163296370515507,4.105720714265828,-4.554913249682202,5.802076189876415,6.516180024975548,19.399045094560073,26.915225119535624,"Byron Buxton","14161",621439
"Cody Bellinger ","NYY","1B/OF",92.25,595.317,2.8334326495202453,3.306238253326569,-1.7780921932495979,1.4331172995592745,5.794696009156492,19.399045094560073,26.19374110371657,"Cody Bellinger","15998",641355
"Will Smith ","LAD","C",111,472.159,-2.9317661965963837,-3.094536031157974,3.153386132092097,-1.543789508890641,-4.416705604552901,29.39278180200713,25.976076197454223,"Will Smith","19197",669257
"Seiya Suzuki ","CHC","OF/DH",102.88999938964844,581.768,1.9803917277428111,2.5630671842166306,0.0831777283317968,0.5358168531117269,5.162453493402965,19.399045094560073,25.561498587963044,"Seiya Suzuki","30116",673548
"Munetaka Murakami ","CHW","3B",999,563.652,0.36033383836176003,8.709335174379762,-0.28963118617469363,1.1783281504764265,9.958365977043254,13.41484422247035,24.373210199513608,"Munetaka Murakami","sa3063258",808959
"Salvador Perez ","KCR","C/1B/DH",97.63999938964844,580.113,-0.09219583360672506,3.958906655903153,-9.179957366182503,-1.005846680092669,-6.3190932239787445,29.39278180200713,24.07368857802838,"Salvador Perez","7304",521692
"Brandon Nimmo ","TEX","OF",151.72000122070312,641.893,6.157112433084523,1.329650445800437,0.5245660130170327,-4.40398549244242,3.607343399459571,19.399045094560073,24.006388494019646,"Brandon Nimmo","12927",607043
"Jackson Merrill ","SDP","OF",77.69000244140625,585.596,2.678096353751707,1.2839338829251234,-3.6543341579880977,2.8808247455994156,3.188520824288148,19.399045094560073,23.587565918848224,"Jackson Merrill","29490",701538
"Alex Bregman ","CHC","3B",123.11000061035156,638.238,6.3171606608620285,1.8525100398995407,3.114783953562697,-2.3382078339193906,8.946246820404875,13.41484422247035,23.361091042875223,"Alex Bregman","17678",608324
"Adley Rutschman ","BAL","C/DH",159.77999877929688,539.205,-0.7497925894257905,-3.933136769894633,1.982835241911503,-4.838774069135341,-7.538868186544262,29.39278180200713,22.853913615462865,"Adley Rutschman","26288",668939
"Manny Machado ","SDP","3B/DH",41.689998626708984,595.315,2.4430880020660815,4.777251740555609,-1.567593634405922,2.7062166468203337,8.358962755036105,13.41484422247035,22.773806977506453,"Manny Machado","11493",592518
"Drake Baldwin ","ATL","C/DH",89.61000061035156,457.19,-4.569190793769631,-3.8274879996073556,1.289252566392151,-0.559595321904956,-7.6670215488897915,29.39278180200713,22.725760253117336,"Drake Baldwin","31539",686948
"Vinnie Pasquantino ","KCR","1B/DH",90.08000183105469,562.629,1.235609374991097,3.021625843340768,0.18833371024093867,3.7774967036311757,8.22306563220398,13.429901616173021,22.652967248377,"Vinnie Pasquantino","27676",686469
"Jordan Westburg ","BAL","2B/3B/DH",128.3300018310547,551.798,2.341763638153181,1.7479742760664483,-3.6818840493867295,2.5639282868371494,2.9717821516700487,18.156180408517134,22.127962560187182,"Jordan Westburg","27815",676059
"Roman Anthony ","BOS","OF/DH",62.86000061035156,511.079,1.341021770710013,-5.456463332773631,7.303263448178525,-1.958944339402206,1.2288775467127002,19.399045094560073,21.627922641272775,"Roman Anthony","31812",701350
"Austin Riley ","ATL","3B",80.52999877929688,601.269,3.185535185486743,4.787472613519438,-3.343287402068175,2.151533520316914,6.78125391725492,13.41484422247035,21.196098139725272,"Austin Riley","18360",663586
"Trea Turner ","PHI","SS",27.639999389648438,609.394,6.5555945217572,-2.9908385667720627,-0.7325803277650613,-1.8411141509774376,0.9910614762426387,19.179832877914592,21.170894354157234,"Trea Turner","16252",607208
"Ian Happ ","CHC","OF",182.61000061035156,629.693,4.114041293241353,0.6791194409686734,1.3326585794597927,-5.755488899253695,0.37033041441612397,19.399045094560073,20.769375508976196,"Ian Happ","17919",664023
"Alec Burleson ","STL","1B/OF/DH",173.1699981689453,557.955,-0.2161469782133846,-0.24227267276924122,-0.37513901178996467,0.753435876088647,-0.08012278668394358,19.399045094560073,20.31892230787613,"Alec Burleson","27615",676475
"Taylor Ward ","BAL","OF",160.5,590.107,1.5084290499290165,2.845728288301066,-1.9239615220303254,-2.521778466859582,-0.0915826506598249,19.399045094560073,20.30746244390025,"Taylor Ward","17548",621493
"Tyler Soderstrom ","ATH","1B/OF",99.30999755859375,462.956,-3.3081681599912236,0.7885786632885898,-1.1886391629076412,3.466200703257446,-0.24202795635282903,19.399045094560073,20.157017138207248,"Tyler Soderstrom","27467",691016
"Alejandro Kirk ","TOR","C/DH",157.6699981689453,443.478,-5.846452658544899,-6.543903426122694,4.256477281575871,-2.121152728037775,-10.255031531129495,29.39278180200713,20.137750270877632,"Alejandro Kirk","22581",672386
"Jazz Chisholm Jr. ","NYY","2B/3B",22.110000610351562,549.765,0.8028603104095667,4.916817078539917,-4.307826866603824,-0.5004040087987504,0.9114465135469094,18.156180408517134,20.067626922064044,"Jazz Chisholm Jr.","20454",665862
"Francisco Alvarez ","NYM","C",173.19000244140625,395.117,-7.702919704114872,-1.3573101865026012,-2.745853922254344,0.9259633715559799,-10.880120441315835,29.39278180200713,19.512661360691293,"Francisco Alvarez","26121",682626
"Michael Busch ","CHC","1B",112.16999816894531,505.776,0.6034439798257313,1.9392961864736191,-0.08780377449542548,2.4876599842265033,4.942596376030429,13.429901616173021,19.37249799220345,"Michael Busch","26319",683737
"Teoscar Hernández ","LAD","OF",140,548.266,-0.05757828520288056,4.029153668352306,-6.68547021114241,1.614664251023598,-1.0992305769693866,19.399045094560073,19.299814517590686,"Teoscar Hernandez","13066",606192
"Bo Bichette ","NYM","SS/DH",111.63999938964844,584.856,1.6458118746192483,-3.10550127149562,0.7977325406036245,-0.28418775912160466,-0.9461446153943519,19.179832877914592,19.233688262520243,"Bo Bichette","19612",666182
"Jurickson Profar ","ATL","OF",183.63999938964844,601.914,2.934834258220178,-2.931184610973645,4.085066829410698,-6.819918329106169,-2.731201852448939,19.399045094560073,17.667843242111136,"Jurickson Profar","10815",595777
"Geraldo Perdomo ","ARI","SS",85.02999877929688,562.356,3.3735014618697194,-8.18458659469716,8.272350933111207,-6.398820806962855,-2.9375550066790894,19.179832877914592,17.24227787123551,"Geraldo Perdomo","22799",672695
"Yainer Diaz ","HOU","C/DH",114.30999755859375,481.416,-5.135236136712051,-2.3178205780379155,-6.15619067539566,0.31498041793026094,-13.294266972215363,29.39278180200713,17.098514829791764,"Yainer Diaz","23003",673237
"Jose Altuve ","HOU","2B/OF/DH",124.75,586.647,2.1688274147546753,-0.9049758564661978,-0.6582745897718674,-3.195037013065995,-2.589460044549384,18.156180408517134,16.56672036396775,"Jose Altuve","5417",514888
"Jo Adell ","LAA","OF",127.94000244140625,465.883,-3.998045809406407,4.724566481218745,-7.861565339169158,3.12554391972012,-4.0095007476367,19.399045094560073,16.389544346923376,"Jo Adell","20220",666176
"Willy Adames ","SFG","SS",131.9199981689453,622.955,3.4718667562486143,2.476929700639736,-4.182956419469394,-6.109348503902469,-4.343508466483512,19.179832877914592,15.836324411431084,"Willy Adames","15986",642715
"Randy Arozarena ","SEA","OF",101.75,632.469,5.122299672653431,0.21963209493053465,-1.2153195860956318,-8.88424392398939,-4.757631742501057,19.399045094560073,15.64141335205902,"Randy Arozarena","19290",668227
"Gleyber Torres ","DET","2B/DH",240.80999755859375,637.404,4.364237158438861,-3.291897951112696,3.5838863141028434,-8.547482001662212,-3.8912564802332046,18.156180408517134,15.264923928283931,"Gleyber Torres","16997",650402
"Josh Naylor ","SEA","1B/DH",72.36000061035156,570.12,0.6969012592747303,1.302238231107959,-1.2185360144537398,-0.22081660920565085,0.5597868667232984,13.429901616173021,14.989688482896321,"Josh Naylor","18839",647304
"Anthony Santander ","TOR","OF/DH",236.75,555.429,-0.26700375761408923,4.130993758910216,-6.89285720567744,-2.7009357184493865,-5.729802922830701,19.399045094560073,14.669242171729374,"Anthony Santander","14551",623993
"Jeremy Peña ","HOU","SS",95.55999755859375,599.651,3.8533312241474156,-3.032466426001191,-2.4444342406392416,-4.081604660739748,-5.705174103232765,19.179832877914592,14.474658774681831,"Jeremy Pena","21636",665161
"Eugenio Suárez ",,"3B",131.55999755859375,570.18,0.21267151508954238,7.787386557414757,-7.872599087621428,-0.22511285904970066,-0.09765387416683007,13.41484422247035,14.317190348303521,"Eugenio Suarez","12552",553993
"Ryan Jeffers ","MIN","C/DH",249.30999755859375,462.345,-5.473242984521835,-4.977648133413657,-1.273721246592074,-4.529362397034359,-16.253974761561924,29.39278180200713,14.138807040445203,"Ryan Jeffers","24618",680777
"Mike Trout ","LAA","OF/DH",215.11000061035156,421.702,-5.931576413854454,-1.2345622342567653,1.2646598041678656,-0.850868720710177,-6.752347564653532,19.399045094560073,13.646697529906543,"Mike Trout","10155",545361
"Gabriel Moreno ","ARI","C/DH",174.02999877929688,404.714,-8.054944995294338,-10.070671735689938,3.737688892487223,-2.933091528159003,-17.321019366656056,29.39278180200713,13.07176243535107,"Gabriel Moreno","22664",672515
"Agustín Ramírez ","MIA","C/DH",81.94000244140625,416.073,-7.233214950845097,-4.395041537594409,-4.515617707677283,-1.2578606908356451,-17.401734886952433,29.39278180200713,12.991046915054692,"Agustin Ramirez","26546",682663
"Nolan Schanuel ","LAA","1B",303.6400146484375,545.615,0.8987300039766504,-5.181978749829931,7.769954766050539,-5.008636843839505,-1.5219308236422464,13.429901616173021,12.907970792530776,"Nolan Schanuel","33189",694384
"Ezequiel Tovar ","COL","SS",193.72000122070312,624.593,4.289080951609815,-0.39094410495991977,-9.171031637498587,-2.0119671443713516,-7.284861935220044,19.179832877914592,12.89497094269455,"Ezequiel Tovar","24064",678662
"CJ Abrams ","WSN","SS",56.529998779296875,591.41,3.727707432806173,-1.814381883182374,-5.562503729749939,-3.9428648773664,-7.59204305749254,19.179832877914592,12.587789820422055,"CJ Abrams","25768",682928
"Wilyer Abreu ","BOS","OF",230.52999877929688,429.527,-5.588351086489974,-2.8541532216031222,0.1073984035569474,0.22921195507024633,-8.105893949465901,19.399045094560073,12.293151145094173,"Wilyer Abreu","23772",677800
"Bryan Reynolds ","PIT","OF/DH",198.94000244140625,606.987,1.1699928993605349,-1.3624197368328794,-2.800767405169043,-5.357475030536469,-8.350669273177857,19.399045094560073,12.04837582138222,"Bryan Reynolds","19326",668804
"Giancarlo Stanton ","NYY","OF/DH",271.3599853515625,373.127,-7.81413437172125,1.5523793424729087,-5.091445775417509,2.9077713269098933,-8.445429477755958,19.399045094560073,11.953615616804118,"Giancarlo Stanton","4949",519317
"Michael Harris II ","ATL","OF",100.83000183105469,484.77,-2.9441877525418416,-2.156976966982044,-5.608821435993787,2.1267427046236755,-8.583243450893995,19.399045094560073,11.81580164366608,"Michael Harris II","25931",671739
"Oneil Cruz ","PIT","OF",108.22000122070312,484.103,-3.05478000542194,-0.9853515821090877,-2.666158404247673,-1.8939637973997139,-8.600253789178412,19.399045094560073,11.798791305381663,"Oneil Cruz","21711",665833
"Trent Grisham ","NYY","OF",267.5799865722656,484.389,-1.1704706705568557,-0.5364572927216854,-1.8426591492766526,-5.129195615184728,-8.678782727739922,19.399045094560073,11.720262366820155,"Trent Grisham","18564",663757
"Brandon Lowe ","PIT","2B/DH",194.19000244140625,500.8,-1.6335175173751184,1.0700328288454777,-5.64108186703566,-1.285350663862691,-7.489917219427991,18.156180408517134,11.666263189089143,"Brandon Lowe","18882",664040
"Kerry Carpenter ","DET","OF/DH",230.77999877929688,418.879,-6.17152991738682,-0.8229288488387597,-4.876596823246939,2.928040915245316,-8.9430146742272,19.399045094560073,11.456030420332876,"Kerry Carpenter","25961",681481
"Jarren Duran ","BOS","OF",83.75,576.529,2.03288550243793,-5.630966971290696,-2.682368543008172,-2.6627426808043992,-8.943192692665338,19.399045094560073,11.455852401894738,"Jarren Duran","24617",680776
"Kyle Stowers ","MIA","OF/DH",142.38999938964844,494.469,-3.7127644706528407,-0.49027461408610024,-3.353479611186743,-1.3977328250072139,-8.954251520932898,19.399045094560073,11.44479357362718,"Kyle Stowers","26151",669065
"Spencer Steer ","CIN","1B/OF/DH",257.69000244140625,555.316,-1.0760002960163952,-0.9545028713741504,-2.3206151468686547,-4.90839431068852,-9.25951262494772,19.399045094560073,11.139532469612355,"Spencer Steer","26323",668715
"Matt Wallner ","MIN","OF/DH",316.8900146484375,409.736,-6.438743403358205,-2.1996274451985363,-0.9943568635999747,-0.0901813850280037,-9.72290909718472,19.399045094560073,10.676135997375356,"Matt Wallner","26466",670242
"Matt Chapman ","SFG","3B",170.52999877929688,592.738,0.8053499693146837,0.9565770626494677,-1.3363339314681837,-4.192976127713074,-3.767383027217105,13.41484422247035,10.647461195253245,"Matt Chapman","16505",656305
"Andy Pages ","LAD","OF",140.5,485.203,-2.6684090080699163,-0.6246382419700368,-6.402090003764134,-0.2404949648947161,-9.935632218698803,19.399045094560073,10.463412875861273,"Andy Pages","24816",681624
"Jorge Polanco ","NYM","2B/3B/DH",229.47000122070312,470.662,-3.9997585640111804,-1.3761728102158,-1.7656088742301195,-1.7674977682655173,-8.909038016722617,18.156180408517134,10.247142391794517,"Jorge Polanco","13152",593871
"Maikel Garcia ","KCR","2B/3B/SS/OF/DH",81.41999816894531,620.014,4.628176653821418,-7.915119402313648,1.1302815405346767,-7.068882611529491,-9.225543819487044,18.156180408517134,9.930636589030089,"Maikel Garcia","22715",672580
"Heliot Ramos ","SFG","OF",217.8300018310547,537.798,-1.8938740430207166,-1.873479335753699,-3.0377994705308216,-3.6994254851537693,-10.504578334459005,19.399045094560073,9.89446676010107,"Heliot Ramos","22515",671218
"Jonathan Aranda ","TBR","1B/DH",194.11000061035156,478.017,-3.9990960414147114,-3.198607451534066,3.7212985018471,-1.3019913688324605,-4.7783963599341375,13.429901616173021,9.651505256238883,"Jonathan Aranda","21837",666018
"Steven Kwan ","CLE","OF",171.13999938964844,593.645,3.2472181188853546,-9.163031809183309,4.524737609675154,-9.363126188548062,-10.754202269170861,19.399045094560073,9.644842825389215,"Steven Kwan","24610",680757
"Isaac Paredes ","HOU","3B/DH",217.63999938964844,419.738,-4.750733869015539,-2.7720122819023216,2.7684553483132572,-0.04143696224510952,-4.795727764849713,13.41484422247035,9.619116457620638,"Isaac Paredes","20036",670623
"Pete Crow-Armstrong ","CHC","OF",33.88999938964844,499.983,-2.3452391012770235,-0.5394294453071438,-8.185236897886314,0.1432670300435625,-10.926638414426918,19.399045094560073,9.472406680133158,"Pete Crow-Armstrong","27769",691718
"Christian Yelich ","MIL","OF/DH",141.25,470.574,-4.4685289524532,-4.852392372039363,2.222504042153609,-3.850960260770499,-10.949377543109454,19.399045094560073,9.449667551450622,"Christian Yelich","11477",592885
"Brendan Donovan ","STL","2B/SS/OF",281.3299865722656,551.811,0.2905907085316665,-8.601982624200808,4.959241692204576,-6.491236257748531,-9.843386481213097,18.156180408517134,9.312793927304039,"Brendan Donovan","24679",680977
"Carlos Correa ","HOU","3B/SS",272.3599853515625,485.762,-3.9269390119898597,-5.210226605514683,0.7071580617528352,-2.827521686825186,-11.257529242576894,19.179832877914592,8.922303635337702,"Carlos Correa","14162",621043
"Kazuma Okamoto ","TOR","3B",999,516.096,-2.8750685229147,0.7358934039517243,-2.8272759498207,-0.6603923945386426,-5.626843463322318,13.41484422247035,8.788000759148034,"Kazuma Okamoto","sa3063134",672960
"Austin Wells ","NYY","C",222.22000122070312,391.841,-8.218301379624169,-4.331949313450261,-6.199463777846123,-3.2815887062674727,-22.031303177188025,29.39278180200713,8.361478624819103,"Austin Wells","27562",669224
"Jacob Wilson ","ATH","SS",179.13999938964844,472.474,-5.046371951138124,-9.103749150920166,3.1465833588823857,-0.8739197896545239,-11.877457532830427,19.179832877914592,8.302375345084169,"Jacob Wilson","33266",805779
"Spencer Torkelson ","DET","1B/DH",204.3300018310547,576.812,-0.2279060115623733,2.462527964259632,-4.035598739227365,-4.368478551207478,-6.169455337737586,13.429901616173021,8.260446278435435,"Spencer Torkelson","27465",679529
"Colt Keith ","DET","1B/2B/3B/DH",308.1700134277344,483.842,-2.7798970033842547,-5.4275659279400585,0.1673323650919333,-3.0623977923569763,-11.102528358589357,18.156180408517134,8.053652049927777,"Colt Keith","27899",690993
"Willson Contreras ","BOS","1B/DH",182.52999877929688,456.372,-4.433364748633435,-2.322095373527555,0.818277087065289,-0.69481189266019,-6.6319949277558905,13.429901616173021,7.7979066884171315,"Willson Contreras","11609",575929
"Marcell Ozuna ",,"DH",331.75,454.962,-4.858093724653672,-0.7663392053958924,0.3038889811961077,-1.4948714046554008,-6.8154153535088575,13.41484422247035,7.5994288689614935,"Marcell Ozuna","10324",542303
"Lawrence Butler ","ATH","OF",163.38999938964844,480.112,-3.3481601630005056,-2.035902069024027,-4.97579553666748,-2.4528198925165445,-12.812677661208557,19.399045094560073,7.586367433351518,"Lawrence Butler","22542",671732
"Samuel Basallo ","BAL","C/DH",175.02999877929688,324.822,-10.915775500437954,-6.4406694190421465,-4.109367595763328,-1.452765490585827,-22.918578005829257,29.39278180200713,7.474203796177871,"Samuel Basallo","28824",694212
"Jac Caglianone ","KCR","1B/OF/DH",227.88999938964844,417.684,-7.105177259909095,-3.3900215217113283,-3.1401838632131054,-0.06109224971359226,-13.69647489454712,19.399045094560073,6.702570200012954,"Jac Caglianone","35041",695506
"Marcus Semien ","NYM","2B",249.36000061035156,668.308,4.1064089140918965,0.5378810486965475,-6.7366261857357825,-10.427208750449042,-12.51954497339638,18.156180408517134,6.636635435120755,"Marcus Semien","12533",543760
"Lars Nootbaar ","STL","OF",374.3900146484375,477.399,-4.355405447321121,-6.150481342965796,2.437775109019742,-5.767050859229203,-13.835162540496379,19.399045094560073,6.563882554063698,"Lars Nootbaar","21454",663457
"Addison Barger ","TOR","3B/OF",208.77999877929688,432.697,-4.9822364957512395,-4.249528349832643,-3.2842122796326048,-1.339357357645953,-13.85533448286244,19.399045094560073,6.543710611697634,"Addison Barger","24598",680718
"Kyle Teel ","CHW","C/DH",181.47000122070312,409.612,-7.629554982154304,-9.302597147167615,0.527400581575918,-7.536089411637991,-23.94084095938399,29.39278180200713,6.451940842623137,"Kyle Teel","33549",691019
"Kyle Manzardo ","CLE","1B/DH",238.19000244140625,445.379,-5.391116921139799,-0.32664316998495363,-2.7684875139380893,0.05596707727933151,-8.43028052778351,13.429901616173021,5.999621088389512,"Kyle Manzardo","29794",700932
"TJ Friedl ","CIN","OF",270.44000244140625,512.243,-0.8421981513898119,-6.5957521583156495,1.390811647263447,-8.37355998567848,-14.420698648120492,19.399045094560073,5.978346446439584,"TJ Friedl","19522",670770
"Christian Walker ","HOU","1B",191.5,548.166,-1.1563734969234674,3.6357324713470445,-8.003647239376322,-3.464165597978894,-8.98845386293164,13.429901616173021,5.441447753241382,"Christian Walker","13419",572233
"Bo Naylor ","CLE","C",329.9700012207031,406.35,-8.797430801108515,-5.192106576872032,-5.4073558595207185,-5.608527618354552,-25.005420855855814,29.39278180200713,5.387360946151311,"Bo Naylor","21865",666310
"Jake Burger ","TEX","1B/DH",277.1700134277344,493.141,-3.5934881211383063,2.5281297698355085,-8.714582566648135,0.6113229672217176,-9.168617950729212,13.429901616173021,5.261283665443809,"Jake Burger","22275",669394
