,TeamID,Team Name,ottoneu ID,FG MajorLeagueID,FG MinorLeagueID,Name,MLB Team,Position(s),Salary
75,112,Hornswogglers,40552,29839.0,sa3017416,Emmet Sheehan,LAD,SP,5
76,112,Hornswogglers,45789,,sa3025261,Ryan Waldschmidt,ARI ST,OF,5
77,112,Hornswogglers,33949,24816.0,sa3005625,Andy Pages,LAD,OF,4
78,112,Hornswogglers,40972,30182.0,sa3018149,Will Warren,NYY,SP,4
79,112,Hornswogglers,45708,34979.0,sa3025168,Christian Moore,LAA,2B,3
80,112,Hornswogglers,42653,31827.0,sa3020570,Zebby Matthews,MIN,SP,3
81,154,The Rime of Jamie Moyer,33600,19755.0,,Shohei Ohtani,LAD,Util/SP,75
82,154,The Rime of Jamie Moyer,18546,18345.0,sa874240,Kyle Tucker,LAD,OF,48
83,154,The Rime of Jamie Moyer,18386,14344.0,sa657863,Matt Olson,ATL,1B,43
84,154,The Rime of Jamie Moyer,18276,13611.0,sa597889,Mookie Betts,LAD,SS,41
85,154,The Rime of Jamie Moyer,41042,30279.0,sa3018290,Bryan Woo,SEA,SP,20
86,154,The Rime of Jamie Moyer,40862,31757.0,sa3017934,Mason Miller,SDP,RP,15
87,154,The Rime of Jamie Moyer,31741,18882.0,sa874181,Brandon Lowe,PIT,2B,14
88,154,The Rime of Jamie Moyer,42737,31846.0,sa3020703,Spencer Schwellenbach,ATL,SP,12
89,154,The Rime of Jamie Moyer,22048,17548.0,sa858832,Taylor Ward,BAL,OF,12
90,154,The Rime of Jamie Moyer,23601,14710.0,sa657938,Edwin Diaz,LAD,RP,10
91,154,The Rime of Jamie Moyer,23741,19959.0,sa917981,Jesus Luzardo,PHI,SP,9
92,154,The Rime of Jamie Moyer,18163,14161.0,sa657851,Byron Buxton,MIN,OF,8
93,154,The Rime of Jamie Moyer,18378,16505.0,sa828672,Matt Chapman,SFG,3B,7
94,154,The Rime of Jamie Moyer,35922,25385.0,sa829799,Drew Rasmussen,TBR,SP,6
95,154,The Rime of Jamie Moyer,23693,16162.0,sa597893,Brandon Woodruff,MIL,SP,6
96,154,The Rime of Jamie Moyer,26099,20599.0,sa3003191,Ivan Herrera,STL,C,6
97,154,The Rime of Jamie Moyer,38361,27863.0,sa3014459,Jared Jones,PIT,RP,6
98,154,The Rime of Jamie Moyer,33325,21690.0,sa920423,Edward Cabrera,CHC,SP,5
99,154,The Rime of Jamie Moyer,40389,29715.0,sa3017173,Hunter Goodman,COL,C,5
100,154,The Rime of Jamie Moyer,40266,30038.0,sa3017795,Carson Williams,TBR,SS,4
101,185,Chili Dog MVP,39277,28806.0,sa3015704,Jackson Chourio,MIL,OF,24
102,185,Chili Dog MVP,46091,35323.0,sa3025686,Roki Sasaki,LAD,SP,23
103,185,Chili Dog MVP,42409,31812.0,sa3020211,Roman Anthony,BOS,OF,21
104,185,Chili Dog MVP,23840,19290.0,sa914549,Randy Arozarena,SEA,OF,21
105,185,Chili Dog MVP,42711,31623.0,sa3020644,Jacob Misiorowski,MIL,SP,16
106,185,Chili Dog MVP,42358,31505.0,sa3020130,Sal Stewart,CIN,1B/3B,13
107,185,Chili Dog MVP,44515,33666.0,sa3023308,Connelly Early,BOS,SP/RP,11
108,185,Chili Dog MVP,37300,25961.0,sa3010689,Kerry Carpenter,DET,OF,9
109,185,Chili Dog MVP,45721,,sa3025544,Hagen Smith,CHW ST,SP,8
110,185,Chili Dog MVP,35808,24968.0,sa3008513,Reese Olson,DET,SP,8
111,185,Chili Dog MVP,18415,16400.0,sa696415,Reynaldo Lopez,ATL,RP,8
112,185,Chili Dog MVP,20920,17479.0,sa828681,Jack Flaherty,DET,SP,8
113,185,Chili Dog MVP,42146,31595.0,sa3019973,Brooks Lee,MIN,2B/SS/3B,7
114,185,Chili Dog MVP,42312,31475.0,sa3020080,Logan Henderson,MIL,SP,6
115,185,Chili Dog MVP,23696,19316.0,sa738156,Eric Lauer,TOR,SP/RP,6
116,185,Chili Dog MVP,40607,29911.0,sa3017529,Andrew Abbott,CIN,SP,5
117,185,Chili Dog MVP,40554,29863.0,sa3017418,Ryan Bergert,KCR,SP,5
118,185,Chili Dog MVP,33677,25971.0,sa3008752,Kevin Alcantara,CHC,OF,5
119,185,Chili Dog MVP,44336,33703.0,sa3023053,Nolan McLean,NYM,SP,5
120,185,Chili Dog MVP,36325,26546.0,sa3009276,Agustin Ramirez,MIA,C,4
121,185,Chili Dog MVP,31687,19352.0,sa873680,Sean Murphy,ATL,C,4
122,185,Chili Dog MVP,18123,12979.0,sa597757,Javier Baez,DET,2B/SS/3B/OF,4
123,185,Chili Dog MVP,43895,33876.0,sa3023360,Rhett Lowder,CIN,SP/RP,4
124,185,Chili Dog MVP,45064,,sa3024108,Jesus Made,MIL ST,SS,3
125,185,Chili Dog MVP,44487,,sa3023268,Thomas White,MIA ST,SP,3
126,185,Chili Dog MVP,42873,,sa3020949,Noah Schultz,CHW ST,SP,3
127,185,Chili Dog MVP,42621,,sa3020498,Xavier Isaac,TBR ST,Util,3
128,185,Chili Dog MVP,41160,,sa3018409,Lazaro Montes,SEA ST,OF,3
129,185,Chili Dog MVP,13217,13152.0,sa548087,Jorge Polanco,NYM,2B/3B,3
130,197,St. CGT VI,18312,15640.0,sa549847,Aaron Judge,NYY,OF,73
131,197,St. CGT VI,23717,20123.0,sa906282,Juan Soto,NYM,OF,64
132,197,St. CGT VI,23795,19556.0,sa943524,Yordan Alvarez,HOU,OF,52
133,197,St. CGT VI,15962,10310.0,sa500722,Zack Wheeler,PHI,SP,32
134,197,St. CGT VI,18460,13543.0,sa597786,Blake Snell,LAD,SP,30
135,197,St. CGT VI,38312,27463.0,,Garrett Crochet,BOS,SP,30
136,197,St. CGT VI,34788,22542.0,sa3006873,Lawrence Butler,ATH,OF,13
137,197,St. CGT VI,33217,21837.0,sa919293,Jonathan Aranda,TBR,1B,12
138,197,St. CGT VI,19398,15454.0,sa737889,Nick Pivetta,SDP,SP,10
139,197,St. CGT VI,35628,24064.0,sa3008239,Ezequiel Tovar,COL,SS,9
140,197,St. CGT VI,21708,17338.0,sa830274,Willi Castro,COL,2B/3B/OF,7
141,197,St. CGT VI,45713,,sa3025154,JJ Wetherholt,STL ST,2B/SS,6
142,197,St. CGT VI,36682,25977.0,sa3011297,Quinn Priester,MIL,SP/RP,6
143,197,St. CGT VI,18465,15440.0,sa621603,Matthew Boyd,CHC,SP,5
144,197,St. CGT VI,38317,27562.0,sa3014440,Austin Wells,NYY,C,5
145,197,St. CGT VI,18257,15873.0,sa709610,Sean Manaea,NYM,SP,5
146,197,St. CGT VI,23639,19956.0,sa917920,Mickey Moniak,COL,OF,5
147,197,St. CGT VI,37091,26477.0,sa1115496,Spencer Horwitz,PIT,1B,4
148,197,St. CGT VI,44539,,sa3023363,Leo De Vries,ATH ST,SS,3
149,197,St. CGT VI,40155,30146.0,sa3018053,Jack Leiter,TEX,SP,3
150,197,St. CGT VI,26570,19608.0,sa3004268,Otto Lopez,MIA,2B/SS,3
151,197,St. CGT VI,18644,15362.0,sa709024,Jeff Mcneil,ATH,2B/OF,3
152,197,St. CGT VI,45739,,sa3038253,Braden Montgomery,CHW ST,OF,3
153,236,Yoshi Teddy Bear,36668,25764.0,sa3011225,Bobby Witt Jr.,KCR,SS,48
154,236,Yoshi Teddy Bear,14982,11579.0,sa548033,Bryce Harper,PHI,1B,40
155,236,Yoshi Teddy Bear,44525,33825.0,sa3023345,Yoshinobu Yamamoto,LAD,SP,39
156,236,Yoshi Teddy Bear,37806,26289.0,sa3011484,Gunnar Henderson,BAL,SS,35
157,236,Yoshi Teddy Bear,14934,11493.0,sa548155,Manny Machado,SDP,3B,28
158,236,Yoshi Teddy Bear,21052,18525.0,sa829000,Dylan Cease,TOR,SP,22
159,236,Yoshi Teddy Bear,14294,10954.0,sa548447,Jacob DeGrom,TEX,SP,19
160,236,Yoshi Teddy Bear,23810,22201.0,sa3005068,MacKenzie Gore,TEX,SP,17
161,236,Yoshi Teddy Bear,36686,26378.0,sa917947,Nick Lodolo,CIN,SP,14
162,236,Yoshi Teddy Bear,38388,27467.0,sa3014489,Tyler Soderstrom,ATH,1B/OF,11
163,236,Yoshi Teddy Bear,42741,,sa3020707,Robby Snelling,MIA ST,SP,10
164,236,Yoshi Teddy Bear,19268,15816.0,sa737560,Devin Williams,NYM,RP,8
165,236,Yoshi Teddy Bear,17763,11156.0,sa552177,Merrill Kelly,ARI,SP,7
166,236,Yoshi Teddy Bear,33907,24262.0,sa3005581,Ceddanne Rafaela,BOS,2B/OF,6
167,236,Yoshi Teddy Bear,27207,22581.0,sa3005337,Alejandro Kirk,TOR,C,4
168,236,Yoshi Teddy Bear,40261,29993.0,sa3017694,Brady House,WSN,3B,3
169,236,Yoshi Teddy Bear,37210,25890.0,sa3010580,Bryan King,HOU,RP,3
170,236,Yoshi Teddy Bear,26134,22664.0,sa3003226,Gabriel Moreno,ARI,C,3
171,240,Largely Indistinguishables,43894,33677.0,sa3023079,Paul Skenes,PIT,SP,41
172,240,Largely Indistinguishables,18347,16478.0,sa709545,Kyle Schwarber,PHI,OF,39
173,240,Largely Indistinguishables,35204,22267.0,sa3007593,Tarik Skubal,DET,SP,25
174,240,Largely Indistinguishables,36671,25436.0,sa3011526,George Kirby,SEA,SP,24
175,240,Largely Indistinguishables,33682,22250.0,sa3008598,Logan Gilbert,SEA,SP,20
176,240,Largely Indistinguishables,19168,18679.0,sa737343,Freddy Peralta,NYM,SP,16
177,240,Largely Indistinguishables,43896,33333.0,sa3022654,Wyatt Langford,TEX,OF,15
178,240,Largely Indistinguishables,38398,27815.0,sa3014499,Jordan Westburg,BAL,2B/3B,13
179,240,Largely Indistinguishables,23831,20036.0,sa920275,Isaac Paredes,HOU,3B,12
180,240,Largely Indistinguishables,20975,20778.0,sa828749,Cristopher Sanchez,PHI,SP,11
181,240,Largely Indistinguishables,22559,21029.0,sa873347,Jhoan Duran,PHI,RP,10
182,240,Largely Indistinguishables,26198,22799.0,sa3003290,Geraldo Perdomo,ARI,SS,9
183,240,Largely Indistinguishables,33634,22186.0,sa3008294,Brice Turang,MIL,2B,7
184,240,Largely Indistinguishables,33607,22286.0,sa3005423,Trevor Rogers,BAL,SP,7
185,240,Largely Indistinguishables,21156,16442.0,sa829141,Ryan O'Hearn,PIT,1B/OF,5
186,240,Largely Indistinguishables,44003,33266.0,sa3022538,Jacob Wilson,ATH,SS,4
187,240,Largely Indistinguishables,29992,17780.0,sa656049,Jose Alvarado,PHI,RP,3
188,240,Largely Indistinguishables,23868,20202.0,sa917944,Brandon Marsh,PHI,OF,3
189,241,Broken Hamate Bonez 🦴,18344,17350.0,sa828312,Rafael Devers,SFG,1B,45
190,241,Broken Hamate Bonez 🦴,23682,19709.0,sa919910,Fernando Tatis Jr.,SDP,OF,44
191,241,Broken Hamate Bonez 🦴,5918,5417.0,sa455591,Jose Altuve,HOU,2B/OF,35
192,241,Broken Hamate Bonez 🦴,23859,19251.0,sa873981,Pete Alonso,BAL,1B,30
193,241,Broken Hamate Bonez 🦴,23625,21846.0,sa917938,Cole Ragans,KCR,SP,24
194,241,Broken Hamate Bonez 🦴,18255,13301.0,sa503373,Max Muncy,LAD,3B,18
195,241,Broken Hamate Bonez 🦴,23792,20220.0,sa3004837,Jo Adell,LAA,OF,15
196,241,Broken Hamate Bonez 🦴,23796,20437.0,sa3004259,Royce Lewis,MIN,3B,15
197,241,Broken Hamate Bonez 🦴,42279,31695.0,sa3019983,Dylan Beavers,BAL,OF,14
198,241,Broken Hamate Bonez 🦴,40564,29868.0,sa3017428,Bubba Chandler,PIT,SP/RP,12
199,241,Broken Hamate Bonez 🦴,13702,10815.0,sa549315,Jurickson Profar,ATL,OF,10
200,241,Broken Hamate Bonez 🦴,41335,,sa3018584,Josue Briceno,DET ST,C/1B,10
201,241,Broken Hamate Bonez 🦴,45720,35041.0,sa3025245,Jac Caglianone,KCR,1B/OF,10
202,241,Broken Hamate Bonez 🦴,42266,,sa3019969,Spencer Jones,NYY ST,OF,8
203,241,Broken Hamate Bonez 🦴,40941,30122.0,sa3018106,Gavin Williams,CLE,SP,8
204,241,Broken Hamate Bonez 🦴,33656,20633.0,,Yusei Kikuchi,LAA,SP,8
205,241,Broken Hamate Bonez 🦴,45790,35456.0,sa3045705,Trey Yesavage,TOR,SP/RP,8
206,241,Broken Hamate Bonez 🦴,45090,,sa3024134,Luis Pena,MIL ST,2B/SS,7
207,241,Broken Hamate Bonez 🦴,45769,,sa3065496,Konnor Griffin,PIT ST,SS,7
208,241,Broken Hamate Bonez 🦴,35776,23793.0,sa3008470,Braxton Ashcraft,PIT,SP/RP,7
209,241,Broken Hamate Bonez 🦴,18171,14078.0,sa621625,Michael Wacha,KCR,SP,6
210,241,Broken Hamate Bonez 🦴,39285,28820.0,sa3015713,Moises Ballesteros,CHC,C,6
211,241,Broken Hamate Bonez 🦴,44534,33850.0,sa3023499,Brandon Sproat,MIL,SP/RP,5
212,241,Broken Hamate Bonez 🦴,43949,33549.0,sa3022886,Kyle Teel,CHW,C,4
213,241,Broken Hamate Bonez 🦴,42746,31855.0,sa3020713,Colby Thomas,ATH,OF,4
214,241,Broken Hamate Bonez 🦴,22616,17929.0,sa873639,Cedric Mullins,TBR,OF,4
215,241,Broken Hamate Bonez 🦴,33616,20492.0,sa3008444,Casey Mize,DET,SP,4
216,241,Broken Hamate Bonez 🦴,43911,33174.0,sa3022409,Hunter Barco,PIT,SP/RP,3
217,241,Broken Hamate Bonez 🦴,44114,,sa3022703,Zyhir Hope,LAD ST,OF,3
218,241,Broken Hamate Bonez 🦴,33611,22294.0,sa3008163,Matthew Liberatore,STL,SP/RP,3
219,241,Broken Hamate Bonez 🦴,42147,,sa3020214,Termarr Johnson,PIT ST,2B,3
220,241,Broken Hamate Bonez 🦴,38314,27490.0,sa3014510,Nick Gonzales,PIT,2B/SS,3
221,241,Broken Hamate Bonez 🦴,35473,21318.0,sa3007988,Tylor Megill,NYM,SP,3
222,241,Broken Hamate Bonez 🦴,43129,,sa3021208,Eduardo Quintero,LAD ST,OF,2
223,241,Broken Hamate Bonez 🦴,44975,,sa3023944,Edward Florentino,PIT ST,OF,2
224,241,Broken Hamate Bonez 🦴,44223,,sa3022895,Kevin McGonigle,DET ST,SS,2
225,241,Broken Hamate Bonez 🦴,46221,,sa3034986,Gage Jump,ATH ST,SP,2
226,242,Smoak and Mirrors,18466,13613.0,sa597026,Ketel Marte,ARI,2B,31
227,242,Smoak and Mirrors,23654,19197.0,sa873265,Will Smith,LAD,C,29
228,242,Smoak and Mirrors,18164,13743.0,sa657860,Max Fried,NYY,SP,27
229,242,Smoak and Mirrors,23824,22182.0,sa3005315,Hunter Greene,CIN,SP,19
230,242,Smoak and Mirrors,23793,19627.0,sa3003172,Brent Rooker,ATH,OF,19
231,242,Smoak and Mirrors,38559,27768.0,sa3014807,Eury Perez,MIA,SP,18
232,242,Smoak and Mirrors,19328,15998.0,sa737794,Cody Bellinger,NYY,OF,18
233,242,Smoak and Mirrors,18517,16578.0,sa823741,Yandy Diaz,TBR,1B,13
234,242,Smoak and Mirrors,20936,17594.0,sa828700,Mitch Keller,PIT,SP,11
235,242,Smoak and Mirrors,34619,24679.0,sa3006675,Brendan Donovan,SEA,2B/SS/OF,10
236,242,Smoak and Mirrors,38404,27479.0,sa3014506,Masyn Winn,STL,SS,9
237,242,Smoak and Mirrors,20989,17722.0,sa828803,Trevor Megill,MIL,RP,7
238,242,Smoak and Mirrors,38754,27867.0,sa3015086,Cade Smith,CLE,RP,7
239,242,Smoak and Mirrors,18124,12856.0,sa526414,George Springer,TOR,OF,6
240,242,Smoak and Mirrors,35532,25007.0,sa3008070,Alex Vesia,LAD,RP,5
241,242,Smoak and Mirrors,33627,21479.0,sa3007867,Nico Hoerner,CHC,2B,5
242,242,Smoak and Mirrors,33767,23920.0,sa3005436,Brayan Bello,BOS,SP,4
243,242,Smoak and Mirrors,31819,19350.0,sa876350,Dean Kremer,BAL,SP,4
244,242,Smoak and Mirrors,34817,24598.0,sa3006910,Addison Barger,TOR,3B/OF,3
245,242,Smoak and Mirrors,38410,27758.0,sa3014513,Kyle Harrison,MIL,SP/RP,3
246,247,Roberto Big Piece and the 69ers,23327,18401.0,sa877503,Ronald Acuña Jr.,ATL,OF,64
247,247,Roberto Big Piece and the 69ers,37182,25878.0,sa3010593,Corbin Carroll,ARI,OF,31
248,247,Roberto Big Piece and the 69ers,18480,17678.0,sa659419,Alex Bregman,CHC,3B,26
249,247,Roberto Big Piece and the 69ers,40188,29518.0,sa3016870,James Wood,WSN,OF,25
250,247,Roberto Big Piece and the 69ers,38736,27498.0,sa3015059,Spencer Strider,ATL,SP,25
251,247,Roberto Big Piece and the 69ers,40142,29490.0,sa3016829,Jackson Merrill,SDP,OF,20
252,247,Roberto Big Piece and the 69ers,45716,35110.0,sa3025385,Nick Kurtz,ATH,1B,18
253,247,Roberto Big Piece and the 69ers,36509,25976.0,sa3010694,Riley Greene,DET,OF,17
254,247,Roberto Big Piece and the 69ers,33612,24492.0,sa3008130,Grayson Rodriguez,LAA,RP,14
255,247,Roberto Big Piece and the 69ers,33647,21483.0,sa3008547,Shane McClanahan,TBR,SP/RP,11
256,247,Roberto Big Piece and the 69ers,33259,20373.0,sa919548,Andres Munoz,SEA,RP,11
257,247,Roberto Big Piece and the 69ers,39288,28824.0,sa3015716,Samuel Basallo,BAL,C/1B,10
258,247,Roberto Big Piece and the 69ers,42221,31539.0,sa3019920,Drake Baldwin,ATL,C,8
259,247,Roberto Big Piece and the 69ers,20732,18684.0,sa828383,Sandy Alcantara,MIA,SP,8
260,247,Roberto Big Piece and the 69ers,40829,30091.0,sa3017880,Andrew Painter,PHI,SP,7
261,247,Roberto Big Piece and the 69ers,40262,29712.0,sa3017170,Colson Montgomery,CHW,SS/3B,7
262,247,Roberto Big Piece and the 69ers,18153,12564.0,sa597765,Trevor Story,BOS,SS,7
263,247,Roberto Big Piece and the 69ers,18116,13125.0,sa454389,Gerrit Cole,NYY,RP,7
264,247,Roberto Big Piece and the 69ers,33620,25377.0,sa3008613,Brady Singer,CIN,SP,7
265,247,Roberto Big Piece and the 69ers,40508,29794.0,sa3017342,Kyle Manzardo,CLE,1B,6
266,247,Roberto Big Piece and the 69ers,18487,16997.0,sa830372,Gleyber Torres,DET,2B,5
267,247,Roberto Big Piece and the 69ers,27185,20191.0,sa3005306,Garrett Whitlock,BOS,RP,5
268,247,Roberto Big Piece and the 69ers,38368,27615.0,sa3014466,Alec Burleson,STL,1B/OF,5
269,247,Roberto Big Piece and the 69ers,22809,18064.0,sa875251,Phil Maton,CHC,RP,3
270,247,Roberto Big Piece and the 69ers,31984,23363.0,sa915840,Robert Garcia,TEX,RP,3
271,247,Roberto Big Piece and the 69ers,42592,31687.0,sa3020469,Shane Smith,CHW,SP,3
272,247,Roberto Big Piece and the 69ers,45706,35333.0,sa3028086,Chase Burns,CIN,SP/RP,3
273,247,Roberto Big Piece and the 69ers,41419,30375.0,sa3018808,Jarlin Susana,WSN ST,SP,2
274,253,Roar from 34,18549,19611.0,sa920245,Vladimir Guerrero Jr.,TOR,1B,59
275,253,Roar from 34,33625,23697.0,sa3005720,Julio Rodriguez,SEA,OF,43
276,253,Roar from 34,40927,30116.0,sa3018052,Seiya Suzuki,CHC,OF,33
277,253,Roar from 34,36338,26668.0,sa3009289,Elly De La Cruz,CIN,SS,27
278,253,Roar from 34,22426,17295.0,sa873146,Framber Valdez,DET,SP,26
279,253,Roar from 34,23762,20454.0,sa919327,Jazz Chisholm Jr.,NYY,2B/3B,20
280,253,Roar from 34,22391,20503.0,sa872847,William Contreras,MIL,C,18
281,253,Roar from 34,38327,27769.0,sa3014458,Pete Crow-Armstrong,CHC,OF,15
282,253,Roar from 34,31751,19853.0,sa874220,Michael King,SDP,SP,11
283,253,Roar from 34,40978,30134.0,sa3018170,Tanner Bibee,CLE,SP,9
284,253,Roar from 34,37174,26466.0,sa918808,Matt Wallner,MIN,OF,8
285,253,Roar from 34,42991,,sa3021069,Sebastian Walcott,TEX AA,SS,6
286,253,Roar from 34,14941,11486.0,sa549085,Robbie Ray,SFG,SP,6
287,253,Roar from 34,43893,,sa3022683,Max Clark,DET ST,OF,5
288,253,Roar from 34,27208,22210.0,sa3005339,Jeremiah Estrada,SDP,RP,5
